,order_number,order_date,customer_names,channel,product_name,order_quantity,unit_price,revenue,total unit cost,state,county,state_name,region,lat,long,budget,total_cost,profit,profit_margin_pct,order_month_name,order_month_num,order_month
135,SO - 0010404,03-01-2014,State Ltd,Wholesale,Product 19,12,2472.3,29667.6,1236.15,CA,San Diego County,California,West,32.64,-117.08417,,14833.8,14833.8,50,January,1,2014-01
136,SO - 0009276,03-01-2014,SHISEIDO Ltd,Distributor,Product 3,7,1688.4,11818.8,1215.648,OH,Stark County,Ohio,Midwest,40.8686,-81.36892,,8509.536,3309.264,28,January,1,2014-01
137,SO - 000450,04-01-2014,Gigabox Group,Wholesale,Product 25,7,1078.7,7550.9,906.108,IA,Black Hawk County,Iowa,Midwest,42.49276,-92.34296,,6342.756,1208.144,16,January,1,2014-01
138,SO - 0001724,04-01-2014,Twitterbri Ltd,Wholesale,Product 25,11,1038.5,11423.5,633.485,IL,Lake County,Illinois,Midwest,42.37285,-87.94653,,6968.335,4455.165,39,January,1,2014-01
139,SO - 0002078,04-01-2014,Wordtune Company,Wholesale,Product 29,5,3999.9,19999.5,3279.918,CA,San Joaquin County,California,West,38.1302,-121.27245,,16399.59,3599.91,18,January,1,2014-01
140,SO - 0002795,04-01-2014,Buzzbean Group,Wholesale,Product 26,12,3872.6,46471.2,2517.19,CA,Los Angeles County,California,West,33.85363,-118.13396,,30206.28,16264.92,35,January,1,2014-01
141,SO - 0004247,04-01-2014,Realpoint Corp,Export,Product 24,6,3879.3,23275.8,2056.029,CA,Monterey County,California,West,36.67774,-121.6555,,12336.174,10939.626,47,January,1,2014-01
142,SO - 0004592,04-01-2014,Viva Ltd,Wholesale,Product 12,12,5406.9,64882.8,3676.692,CA,Los Angeles County,California,West,33.88168,-118.11701,,44120.304,20762.496,32,January,1,2014-01
143,SO - 0005716,04-01-2014,Skidoo Company,Wholesale,Product 20,12,234.5,2814,189.945,NJ,Cumberland County,New Jersey,Northeast,39.48623,-75.02573,,2279.34,534.66,19,January,1,2014-01
144,SO - 0006790,04-01-2014,Aibox Company,Wholesale,Product 12,10,2532.6,25326,1696.842,LA,Bossier Parish,Louisiana,South,32.51599,-93.73212,,16968.42,8357.58,33,January,1,2014-01
145,SO - 0006962,04-01-2014,Rhynoodle Ltd,Distributor,Product 4,9,2720.2,24481.8,1251.292,MA,Middlesex County,Massachusetts,Northeast,42.3876,-71.0995,,11261.628,13220.172,54,January,1,2014-01
146,SO - 0007587,04-01-2014,Quimm Company,Export,Product 13,10,2391.9,23919,1363.383,CA,Los Angeles County,California,West,34.06862,-117.93895,,13633.83,10285.17,43,January,1,2014-01
147,SO - 0008464,04-01-2014,Fivechat Company,Distributor,Product 15,5,3852.5,19262.5,1695.1,IL,Will County,Illinois,Midwest,41.68178,-88.20282,,8475.5,10787,56,January,1,2014-01
148,SO - 0008999,04-01-2014,Rhynoodle Ltd,Distributor,Product 15,8,5601.2,44809.6,2632.564,NY,Westchester County,New York,Northeast,41.02928,-73.84285,,21060.512,23749.088,53,January,1,2014-01
149,SO - 0001629,04-01-2014,Epic Group,Distributor,Product 13,8,2787.2,22297.6,1254.24,NY,Monroe County,New York,Northeast,43.2134,-77.57972,,10033.92,12263.68,55,January,1,2014-01
150,SO - 0004196,04-01-2014,Voonyx Group,Distributor,Product 1,6,1011.7,6070.2,829.594,IL,McLean County,Illinois,Midwest,40.47578,-88.96991,,4977.564,1092.636,18,January,1,2014-01
151,SO - 0004344,04-01-2014,State Ltd,Distributor,Product 6,8,5447.1,43576.8,2723.55,TX,Martin County/Midland County,Texas,South,32.02464,-102.11347,,21788.4,21788.4,50,January,1,2014-01
152,SO - 0004511,04-01-2014,Liberty Group,Distributor,Product 28,10,1239.5,12395,942.02,NY,Westchester County,New York,Northeast,41.02928,-73.84285,,9420.2,2974.8,24,January,1,2014-01
153,SO - 0006153,04-01-2014,Realbuzz Ltd,Wholesale,Product 18,11,1078.7,11865.7,852.173,CA,Orange County,California,West,33.70918,-117.95367,,9373.903,2491.797,21,January,1,2014-01
154,SO - 0006716,04-01-2014,Rooxo Company,Distributor,Product 26,8,207.7,1661.6,93.465,MO,Jackson County,Missouri,Midwest,39.01695,-94.28161,,747.72,913.88,55,January,1,2014-01
155,SO - 0007510,04-01-2014,Rooxo Company,Wholesale,Product 5,9,3035.1,27315.9,1335.444,NJ,Union County,New Jersey,Northeast,40.69527,-74.26908,,12018.996,15296.904,56,January,1,2014-01
156,SO - 0010159,04-01-2014,BTA Corp,Export,Product 25,9,2485.7,22371.3,1043.994,AR,Benton County,Arkansas,South,36.33202,-94.11854,,9395.946,12975.354,58,January,1,2014-01
157,SO - 0010333,04-01-2014,Avamba Company,Export,Product 4,9,1005,9045,663.3,IL,DuPage County,Illinois,Midwest,41.85857,-88.08948,,5969.7,3075.3,34,January,1,2014-01
158,SO - 0009096,04-01-2014,Browsetype Corp,Wholesale,Product 25,9,5594.5,50350.5,4083.985,IL,Sangamon County,Illinois,Midwest,39.79106,-89.64457,,36755.865,13594.635,27,January,1,2014-01
159,SO - 000725,04-01-2014,Internatio Company,Wholesale,Product 26,9,2512.5,22612.5,1658.25,CT,Hartford County,Connecticut,Northeast,41.76204,-72.74204,,14924.25,7688.25,34,January,1,2014-01
160,SO - 0002445,04-01-2014,Skyble Corp,Distributor,Product 13,11,1005,11055,814.05,WI,Outagamie County/Calumet County/Winnebago County,Wisconsin,Midwest,44.27795,-88.38826,,8954.55,2100.45,19,January,1,2014-01
161,SO - 0002523,04-01-2014,Centizu Company,Export,Product 1,5,3999.9,19999.5,1639.959,OK,Comanche County,Oklahoma,South,34.60869,-98.39033,,8199.795,11799.705,59,January,1,2014-01
162,SO - 0003936,04-01-2014,Voolia Ltd,Wholesale,Product 21,10,2003.3,20033,1282.112,NJ,Hudson County,New Jersey,Northeast,40.72816,-74.07764,,12821.12,7211.88,36,January,1,2014-01
163,SO - 0006597,04-01-2014,Topiczoom Corp,Export,Product 24,5,1922.9,9614.5,1538.32,IL,Cook County,Illinois,Midwest,42.04639,-87.69435,,7691.6,1922.9,20,January,1,2014-01
164,SO - 0008954,04-01-2014,Rhynoodle Ltd,Distributor,Product 19,10,3939.6,39396,3348.66,NY,Erie County,New York,Northeast,43.01164,-78.75715,,33486.6,5909.4,15,January,1,2014-01
165,SO - 0008682,04-01-2014,Kaymbo Company,Wholesale,Product 4,8,3819,30552,2635.11,CT,New Haven County,Connecticut,Northeast,41.27212,-72.9675,,21080.88,9471.12,31,January,1,2014-01
166,SO - 0009909,04-01-2014,State Ltd,Wholesale,Product 25,10,1045.2,10452,679.38,GA,DeKalb County/Fulton County,Georgia,South,33.76291,-84.42267,,6793.8,3658.2,35,January,1,2014-01
167,SO - 0010192,04-01-2014,Voolia Ltd,Wholesale,Product 29,11,1031.8,11349.8,567.49,IL,DuPage County,Illinois,Midwest,41.76635,-88.2009,,6242.39,5107.41,45,January,1,2014-01
168,SO - 0002164,04-01-2014,Realbridge Corp,Wholesale,Product 6,11,3772.1,41493.1,3093.122,VA,Fairfax County,Virginia,South,38.84039,-77.42888,,34024.342,7468.758,18,January,1,2014-01
169,SO - 0004885,04-01-2014,Jaxbean Group,Distributor,Product 2,8,1139,9112,501.16,CA,Los Angeles County,California,West,34.05223,-118.24368,,4009.28,5102.72,56,January,1,2014-01
170,SO - 0005897,04-01-2014,Pixoboo Corp,Wholesale,Product 2,12,857.6,10291.2,548.864,MO,St. Louis city,Missouri,Midwest,38.62727,-90.19789,,6586.368,3704.832,36,January,1,2014-01
171,SO - 0010083,04-01-2014,Shuffledri Group,Distributor,Product 6,10,1192.6,11926,954.08,FL,Sumter County/Marion County,Florida,South,28.89895,-81.99374,,9540.8,2385.2,20,January,1,2014-01
172,SO - 0010369,04-01-2014,Aibox Company,Wholesale,Product 14,11,6492.3,71415.3,3895.38,CA,San Bernardino County,California,West,34.12834,-117.20865,,42849.18,28566.12,40,January,1,2014-01
173,SO - 0001080,04-01-2014,Buzzbean Group,Distributor,Product 26,7,3886,27202,2215.02,CA,Orange County,California,West,33.74557,-117.86783,,15505.14,11696.86,43,January,1,2014-01
174,SO - 0001979,04-01-2014,Yombu Corp,Distributor,Product 2,12,1835.8,22029.6,1193.27,CA,Riverside County,California,West,33.96358,-117.56418,,14319.24,7710.36,35,January,1,2014-01
175,SO - 0003540,04-01-2014,Zoonoodle Ltd,Export,Product 4,5,1078.7,5393.5,528.563,IL,Will County/DuPage County,Illinois,Midwest,41.74917,-88.16202,,2642.815,2750.685,51,January,1,2014-01
176,SO - 0005049,04-01-2014,Jabbercube Corp,Export,Product 2,10,3343.3,33433,2240.011,VA,Virginia Beach city,Virginia,South,36.85293,-75.97799,,22400.11,11032.89,33,January,1,2014-01
177,SO - 0006302,04-01-2014,Pfizer Corp,Export,Product 18,10,3953,39530,3360.05,MA,Norfolk County,Massachusetts,Northeast,42.32385,-71.142,,33600.5,5929.5,15,January,1,2014-01
178,SO - 0006801,04-01-2014,Mycone Ltd,Distributor,Product 26,9,1072,9648,621.76,IN,Clark County,Indiana,Midwest,38.31459,-85.73894,,5595.84,4052.16,42,January,1,2014-01
179,SO - 0007533,04-01-2014,ALK-Abello Ltd,Wholesale,Product 4,6,2371.8,14230.8,1209.618,WA,King County,Washington,West,47.67399,-122.12151,,7257.708,6973.092,49,January,1,2014-01
180,SO - 0003174,04-01-2014,Yombu Corp,Distributor,Product 15,11,6150.6,67656.6,4920.48,CA,Orange County,California,West,33.75918,-118.00673,,54125.28,13531.32,20,January,1,2014-01
181,SO - 0003330,04-01-2014,Walgreen Corp,Export,Product 5,9,1306.5,11758.5,535.665,IA,Black Hawk County,Iowa,Midwest,42.49276,-92.34296,,4820.985,6937.515,59,January,1,2014-01
182,SO - 0006166,04-01-2014,Buzzbean Group,Wholesale,Product 2,9,6458.8,58129.2,5489.98,IL,Cook County,Illinois,Midwest,41.51591,-87.60098,,49409.82,8719.38,15,January,1,2014-01
183,SO - 0006226,04-01-2014,GOOD Ltd,Wholesale,Product 15,9,1125.6,10130.4,810.432,FL,Lee County,Florida,South,26.33981,-81.7787,,7293.888,2836.512,28,January,1,2014-01
184,SO - 0007158,04-01-2014,True Ltd,Wholesale,Product 23,8,2479,19832,1884.04,IN,Lake County,Indiana,Midwest,41.61329,-87.47085,,15072.32,4759.68,24,January,1,2014-01
185,SO - 0008762,04-01-2014,Browsebug Company,Wholesale,Product 8,9,3892.7,35034.3,2257.766,CA,Marin County,California,West,38.10742,-122.5697,,20319.894,14714.406,42,January,1,2014-01
186,SO - 000848,05-01-2014,Army Group,Wholesale,Product 15,9,2217.7,19959.3,1596.744,IN,Allen County,Indiana,Midwest,41.05238,-85.16209,,14370.696,5588.604,28,January,1,2014-01
187,SO - 0002922,05-01-2014,Janyx Group,Wholesale,Product 25,6,247.9,1487.4,123.95,WA,King County,Washington,West,47.32232,-122.31262,,743.7,743.7,50,January,1,2014-01
188,SO - 0004967,05-01-2014,Valeant Corp,Distributor,Product 16,12,3845.8,46149.6,2230.564,MA,Essex County,Massachusetts,Northeast,42.52787,-70.92866,,26766.768,19382.832,42,January,1,2014-01
189,SO - 0005582,05-01-2014,MEIJER Corp,Wholesale,Product 3,7,2539.3,17775.1,1625.152,TX,Harris County,Texas,South,29.69106,-95.2091,,11376.064,6399.036,36,January,1,2014-01
190,SO - 0005751,05-01-2014,Zava Group,Wholesale,Product 2,5,1943,9715,1651.55,NC,Durham County/Orange County,North Carolina,South,35.92812,-79.03742,,8257.75,1457.25,15,January,1,2014-01
191,SO - 0006419,05-01-2014,Skiptube Ltd,Distributor,Product 14,10,1058.6,10586,666.918,IL,Cook County,Illinois,Midwest,41.88503,-87.7845,,6669.18,3916.82,37,January,1,2014-01
192,SO - 0008408,05-01-2014,Gabvine Ltd,Distributor,Product 26,7,3966.4,27764.8,2379.84,NJ,Monmouth County,New Jersey,Northeast,40.18205,-74.19852,,16658.88,11105.92,40,January,1,2014-01
193,SO - 0009501,05-01-2014,Realbuzz Ltd,Wholesale,Product 13,11,783.9,8622.9,399.789,CA,San Bernardino County,California,West,34.0739,-117.31365,,4397.679,4225.221,49,January,1,2014-01
194,SO - 0001410,05-01-2014,Zoomzone Corp,Distributor,Product 14,7,180.9,1266.3,85.023,NY,Westchester County,New York,Northeast,40.9126,-73.83708,,595.161,671.139,53,January,1,2014-01
195,SO - 0002573,05-01-2014,Aromaticos Company,Distributor,Product 20,7,5306.4,37144.8,4351.248,NJ,Middlesex County,New Jersey,Northeast,40.48622,-74.45182,,30458.736,6686.064,18,January,1,2014-01
196,SO - 0004669,05-01-2014,ALK-Abello Ltd,Distributor,Product 21,10,6210.9,62109,2857.014,IN,Tippecanoe County,Indiana,Midwest,40.4167,-86.87529,,28570.14,33538.86,54,January,1,2014-01
197,SO - 0005733,05-01-2014,Realbuzz Ltd,Wholesale,Product 17,11,2726.9,29995.9,1636.14,CA,Alameda County,California,West,37.66243,-121.87468,,17997.54,11998.36,40,January,1,2014-01
198,SO - 0007362,05-01-2014,Rhynoodle Ltd,Export,Product 19,6,1031.8,6190.8,433.356,CA,San Bernardino County,California,West,34.03363,-117.04309,,2600.136,3590.664,58,January,1,2014-01
199,SO - 0008890,05-01-2014,Zoovu Corp,Export,Product 3,5,3631.4,18157,1561.502,FL,Pinellas County,Florida,South,28.07807,-82.76371,,7807.51,10349.49,57,January,1,2014-01
200,SO - 0009788,05-01-2014,Rooxo Company,Distributor,Product 13,10,2827.4,28274,2261.92,OH,Montgomery County,Ohio,Midwest,39.75895,-84.19161,,22619.2,5654.8,20,January,1,2014-01
201,SO - 0009911,05-01-2014,US Ltd,Distributor,Product 17,5,911.2,4556,446.488,CA,Orange County,California,West,33.86751,-117.99812,,2232.44,2323.56,51,January,1,2014-01
202,SO - 000201,05-01-2014,Tambee Company,Wholesale,Product 25,6,1983.2,11899.2,1447.736,IN,Marion County,Indiana,Midwest,39.77186,-86.26094,,8686.416,3212.784,27,January,1,2014-01
203,SO - 0002018,05-01-2014,Aimbo Corp,Wholesale,Product 6,7,2365.1,16555.7,1087.946,NY,Westchester County,New York,Northeast,40.91149,-73.78235,,7615.622,8940.078,54,January,1,2014-01
204,SO - 0003671,05-01-2014,Wise Company,Wholesale,Product 27,5,3343.3,16716.5,1370.753,OK,Oklahoma County,Oklahoma,South,35.65283,-97.4781,,6853.765,9862.735,59,January,1,2014-01
205,SO - 0004962,05-01-2014,WOCKHARDT Group,Distributor,Product 13,8,5996.5,47972,5097.025,FL,Flagler County,Florida,South,29.58497,-81.20784,,40776.2,7195.8,15,January,1,2014-01
206,SO - 0007547,05-01-2014,Skinder Group,Wholesale,Product 2,5,221.1,1105.5,101.706,WA,Franklin County,Washington,West,46.23958,-119.10057,,508.53,596.97,54,January,1,2014-01
207,SO - 0010693,05-01-2014,Viva Ltd,Wholesale,Product 3,9,3289.7,29607.3,2500.172,OK,Cleveland County,Oklahoma,South,35.33951,-97.4867,,22501.548,7105.752,24,January,1,2014-01
208,SO - 0008591,05-01-2014,Mylan Corp,Distributor,Product 25,9,797.3,7175.7,422.569,NE,Sarpy County,Nebraska,Midwest,41.13667,-95.89084,,3803.121,3372.579,47,January,1,2014-01
209,SO - 0008286,05-01-2014,American Corp,Wholesale,Product 25,5,1782.2,8911,1354.472,TX,Fort Bend County/Harris County,Texas,South,29.56294,-95.536,,6772.36,2138.64,24,January,1,2014-01
210,SO - 0001079,05-01-2014,Mita Corp,Wholesale,Product 7,11,1005,11055,623.1,TX,Rockwall County/Kaufman County/Collin County/Denton County/Dallas County,Texas,South,32.79333,-96.76651,,6854.1,4200.9,38,January,1,2014-01
211,SO - 0001280,05-01-2014,Trunyx Ltd,Distributor,Product 17,7,931.3,6519.1,391.146,IL,Cook County,Illinois,Midwest,42.04114,-87.69006,,2738.022,3781.078,58,January,1,2014-01
212,SO - 0002132,05-01-2014,Neutrogena Ltd,Wholesale,Product 6,7,1775.5,12428.5,727.955,CA,Madera County,California,West,36.96134,-120.06072,,5095.685,7332.815,59,January,1,2014-01
213,SO - 0003300,05-01-2014,Neutrogena Ltd,Wholesale,Product 4,10,1018.4,10184,539.752,VA,Portsmouth city,Virginia,South,36.83543,-76.29827,,5397.52,4786.48,47,January,1,2014-01
214,SO - 0003830,05-01-2014,Chatterpoi Corp,Export,Product 17,11,187.6,2063.6,80.668,OH,Butler County,Ohio,Midwest,39.34021,-84.41716,,887.348,1176.252,57,January,1,2014-01
215,SO - 0006704,05-01-2014,Realcube Company,Wholesale,Product 20,9,5085.3,45767.7,3661.416,NJ,Hudson County,New Jersey,Northeast,40.72816,-74.07764,,32952.744,12814.956,28,January,1,2014-01
216,SO - 0007421,05-01-2014,Avavee Group,Wholesale,Product 5,10,3839.1,38391,2303.46,IL,Sangamon County,Illinois,Midwest,39.79106,-89.64457,,23034.6,15356.4,40,January,1,2014-01
217,SO - 0007832,05-01-2014,NARS Group,Distributor,Product 26,11,1266.3,13929.3,848.421,AR,Washington County/Benton County,Arkansas,South,36.19007,-94.15943,,9332.631,4596.669,33,January,1,2014-01
218,SO - 0010609,05-01-2014,Dynazzy Company,Export,Product 25,12,951.4,11416.8,780.148,CA,Riverside County,California,West,33.95333,-117.39611,,9361.776,2055.024,18,January,1,2014-01
219,SO - 000490,05-01-2014,Quaxo Ltd,Wholesale,Product 26,7,234.5,1641.5,187.6,CA,San Mateo County,California,West,37.48522,-122.23635,,1313.2,328.3,20,January,1,2014-01
220,SO - 0001318,05-01-2014,Zooveo Company,Wholesale,Product 14,8,1983.2,15865.6,1487.4,IN,St. Joseph County,Indiana,Midwest,41.68338,-86.25001,,11899.2,3966.4,25,January,1,2014-01
221,SO - 0001795,05-01-2014,Accudial Company,Wholesale,Product 13,9,4006.6,36059.4,3205.28,IL,Cook County,Illinois,Midwest,41.84454,-87.75929,,28847.52,7211.88,20,January,1,2014-01
222,SO - 0002695,05-01-2014,Skinder Group,Wholesale,Product 17,5,234.5,1172.5,173.53,CA,Los Angeles County,California,West,33.98168,-118.22507,,867.65,304.85,26,January,1,2014-01
223,SO - 0003660,05-01-2014,Tambee Company,Distributor,Product 10,9,5226,47034,3814.98,CT,New Haven County,Connecticut,Northeast,41.27065,-72.94705,,34334.82,12699.18,27,January,1,2014-01
224,SO - 0005440,05-01-2014,ALK-Abello Ltd,Distributor,Product 5,11,917.9,10096.9,706.783,MO,Christian County/Greene County,Missouri,Midwest,37.19415,-93.2913,,7774.613,2322.287,23,January,1,2014-01
225,SO - 0005573,05-01-2014,Aibox Company,Wholesale,Product 14,5,2378.5,11892.5,1974.155,TN,Shelby County,Tennessee,South,35.20453,-89.87398,,9870.775,2021.725,17,January,1,2014-01
226,SO - 0006929,05-01-2014,American Corp,Wholesale,Product 9,11,2666.6,29332.6,2239.944,IN,Marion County,Indiana,Midwest,39.8716,-86.01156,,24639.384,4693.216,16,January,1,2014-01
227,SO - 0008546,05-01-2014,Feednation Corp,Export,Product 16,7,757.1,5299.7,499.686,CA,Santa Clara County,California,West,37.35411,-121.95524,,3497.802,1801.898,34,January,1,2014-01
228,SO - 0008664,05-01-2014,Kazu Corp,Wholesale,Product 19,10,1092.1,10921,556.971,TX,Harrison County/Gregg County,Texas,South,32.51934,-94.76459,,5569.71,5351.29,49,January,1,2014-01
229,SO - 0008494,05-01-2014,GOOD Ltd,Export,Product 26,11,1065.3,11718.3,490.038,IA,Linn County,Iowa,Midwest,42.00833,-91.64407,,5390.418,6327.882,54,January,1,2014-01
230,SO - 0010420,05-01-2014,The Ltd,Wholesale,Product 1,8,1038.5,8308,830.8,FL,Brevard County,Florida,South,28.03446,-80.58866,,6646.4,1661.6,20,January,1,2014-01
231,SO - 000460,05-01-2014,Gigabox Group,Wholesale,Product 16,5,1728.6,8643,708.726,NY,Bronx County,New York,Northeast,40.83722,-73.88611,,3543.63,5099.37,59,January,1,2014-01
232,SO - 0002439,05-01-2014,Tagfeed Ltd,Distributor,Product 8,8,1775.5,14204,1047.545,CA,Orange County,California,West,33.75918,-118.00673,,8380.36,5823.64,41,January,1,2014-01
233,SO - 0003678,05-01-2014,Skippad Ltd,Wholesale,Product 26,5,1232.8,6164,505.448,IL,Cook County,Illinois,Midwest,42.11125,-88.0644,,2527.24,3636.76,59,January,1,2014-01
234,SO - 0005861,05-01-2014,Bath Group,Export,Product 14,5,1869.3,9346.5,972.036,CO,Weld County,Colorado,West,40.42331,-104.70913,,4860.18,4486.32,48,January,1,2014-01
235,SO - 0010490,05-01-2014,Nlounge Ltd,Distributor,Product 13,7,1085.4,7597.8,846.612,TX,Dallas County,Texas,South,32.58986,-96.85695,,5926.284,1671.516,22,January,1,2014-01
236,SO - 0001219,06-01-2014,Family Corp,Wholesale,Product 14,5,180.9,904.5,130.248,MI,Oakland County,Michigan,Midwest,42.66198,-83.38792,,651.24,253.26,28,January,1,2014-01
237,SO - 0001259,06-01-2014,Unit Ltd,Distributor,Product 19,8,3825.7,30605.6,2601.476,IA,Scott County,Iowa,Midwest,41.52364,-90.57764,,20811.808,9793.792,32,January,1,2014-01
238,SO - 0001802,06-01-2014,General Company,Distributor,Product 18,9,1159.1,10431.9,533.186,IL,Cook County,Illinois,Midwest,42.08836,-87.98063,,4798.674,5633.226,54,January,1,2014-01
239,SO - 0002564,06-01-2014,Army Group,Wholesale,Product 3,12,167.5,2010,103.85,TX,Jones County/Taylor County,Texas,South,32.45451,-99.73815,,1246.2,763.8,38,January,1,2014-01
240,SO - 0002932,06-01-2014,Muxo Group,Wholesale,Product 15,5,1112.2,5561,544.978,MI,Macomb County,Michigan,Midwest,42.59034,-82.91695,,2724.89,2836.11,51,January,1,2014-01
241,SO - 0004007,06-01-2014,Revitol Company,Wholesale,Product 21,11,1011.7,11128.7,586.786,UT,Cache County,Utah,West,41.73549,-111.83439,,6454.646,4674.054,42,January,1,2014-01
242,SO - 0005147,06-01-2014,Z.H.T. Group,Export,Product 19,6,1065.3,6391.8,777.669,IN,Allen County,Indiana,Midwest,41.05238,-85.16209,,4666.014,1725.786,27,January,1,2014-01
243,SO - 0007099,06-01-2014,Jayo Company,Distributor,Product 2,7,3899.4,27295.8,1598.754,FL,Pinellas County,Florida,South,27.8428,-82.69954,,11191.278,16104.522,59,January,1,2014-01
244,SO - 0008693,06-01-2014,Livepath Corp,Wholesale,Product 10,9,6050.1,54450.9,3025.05,TX,Cameron County,Texas,South,25.90175,-97.49748,,27225.45,27225.45,50,January,1,2014-01
245,SO - 000343,06-01-2014,Cogidoo Company,Wholesale,Product 25,11,6391.8,70309.8,4793.85,CT,New Haven County,Connecticut,Northeast,41.53678,-72.79454,,52732.35,17577.45,25,January,1,2014-01
